total_spend,total_visit,avg_weekly_visit,avg_weekly_spend,avg_basket_size,total_quantity
999.33,110,1.774193548,16.11822581,9.084818182,740
134.99,8,1.142857143,19.28428571,16.87375,67
101.45,10,1.666666667,16.90833333,10.145,70
239.58,10,1.111111111,26.62,23.958,173
686.48,59,1.229166667,14.30166667,11.63525424,504
245.21,12,1,20.43416667,20.43416667,246
6.21,2,2,6.21,3.105,11
113.99,6,1.2,22.798,18.99833333,103
1223.61,174,1.870967742,13.15709677,7.032241379,655
1040.96,37,1.121212121,31.54424242,28.13405405,560
951.34,42,1.2,27.18114286,22.65095238,1284
277.88,16,1.142857143,19.84857143,17.3675,191
157.28,2,1,78.64,78.64,72
807.58,29,1,27.84758621,27.84758621,390
302.13,24,1.5,18.883125,12.58875,220
52.22,7,1,7.46,7.46,18
165.73,1,1,165.73,165.73,61
648.58,12,1,54.04833333,54.04833333,431
109.78,3,1,36.59333333,36.59333333,69
295.71,8,1,36.96375,36.96375,211
38.75,1,1,38.75,38.75,35
788.84,42,1.272727273,23.90424242,18.78190476,632
110.16,17,1.545454545,10.01454545,6.48,118
2048.27,278,2.673076923,19.69490385,7.367877698,1675
349.93,17,1,20.58411765,20.58411765,241
301.52,35,2.333333333,20.10133333,8.614857143,163
181.97,1,1,181.97,181.97,106
245.39,12,1,20.44916667,20.44916667,181
1020.25,79,1.362068966,17.59051724,12.91455696,685
205.4,11,1.222222222,22.82222222,18.67272727,129
106.2,4,1,26.55,26.55,37
1797.37,54,1.2,39.94155556,33.28462963,1393
65.63,9,1,7.292222222,7.292222222,71
197.12,6,1,32.85333333,32.85333333,110
29.3,2,1,14.65,14.65,28
91.6,6,1,15.26666667,15.26666667,129
364.46,74,1.345454545,6.626545455,4.925135135,278
14.88,1,1,14.88,14.88,27
426.37,10,1.111111111,47.37444444,42.637,313
173.52,8,1.142857143,24.78857143,21.69,97
57.39,4,1,14.3475,14.3475,36
302.9,7,1,43.27142857,43.27142857,189
41.37,1,1,41.37,41.37,23
76.94,1,1,76.94,76.94,40
3995.45,133,1.546511628,46.45872093,30.04097744,2274
495.69,53,1.827586207,17.09275862,9.352641509,455
152.68,6,1,25.44666667,25.44666667,76
661.78,21,1,31.51333333,31.51333333,439
38.47,3,1,12.82333333,12.82333333,37
949.23,60,1.333333333,21.094,15.8205,686
10.26,1,1,10.26,10.26,7
3478.06,166,1.495495495,31.33387387,20.95216867,2372
65.09,26,1.130434783,2.83,2.503461538,72
496.11,22,1,22.55045455,22.55045455,308
619.47,49,1.225,15.48675,12.6422449,477
2448.47,44,1.047619048,58.29690476,55.64704545,1779
189.2,7,1,27.02857143,27.02857143,161
81.16,1,1,81.16,81.16,58
780.18,27,1.125,32.5075,28.89555556,507
244.77,17,1.133333333,16.318,14.39823529,191
20.16,3,1,6.72,6.72,13
46.8,2,1,23.4,23.4,49
142.43,4,1,35.6075,35.6075,98
237.48,28,1.166666667,9.895,8.481428571,199
2097.81,63,1.06779661,35.55610169,33.29857143,1446
195.49,18,1.058823529,11.49941176,10.86055556,136
954.64,21,1.105263158,50.24421053,45.45904762,536
77.94,3,1,25.98,25.98,41
42.94,1,1,42.94,42.94,18
958.21,28,1.12,38.3284,34.22178571,653
78.23,4,2,39.115,19.5575,59
401.36,18,1.125,25.085,22.29777778,273
74.36,6,1,12.39333333,12.39333333,44
289.37,29,1.16,11.5748,9.978275862,277
129.17,16,1.454545455,11.74272727,8.073125,104
264.47,48,1.92,10.5788,5.509791667,221
91.12,4,1,22.78,22.78,64
1167.06,75,1.013513514,15.77108108,15.5608,878
168.15,4,1,42.0375,42.0375,145
211.33,8,1,26.41625,26.41625,150
302.66,44,1.222222222,8.407222222,6.878636364,241
383.21,66,2,11.61242424,5.806212121,320
253.3,45,1.25,7.036111111,5.628888889,215
347.92,21,1.166666667,19.32888889,16.56761905,333
250.13,8,1,31.26625,31.26625,317
331.59,102,1.672131148,5.435901639,3.250882353,228
209.95,17,1,12.35,12.35,110
19.72,4,1,4.93,4.93,23
283.56,35,1.25,10.12714286,8.101714286,466
453.58,30,1.153846154,17.44538462,15.11933333,395
85.41,6,1.5,21.3525,14.235,73
56.33,3,1,18.77666667,18.77666667,41
67.48,3,1,22.49333333,22.49333333,54
179.73,19,1.266666667,11.982,9.459473684,118
10.32,1,1,10.32,10.32,14
605.92,15,1.071428571,43.28,40.39466667,526
46.57,1,1,46.57,46.57,22
160.52,11,1,14.59272727,14.59272727,136
191.45,27,2.076923077,14.72692308,7.090740741,92
1340.97,29,1,46.24034483,46.24034483,974
22.19,1,1,22.19,22.19,30
572.2,31,1.033333333,19.07333333,18.45806452,613
579.31,26,1.04,23.1724,22.28115385,500
171.41,16,1.142857143,12.24357143,10.713125,130
123.84,5,1,24.768,24.768,117
298.11,40,1.818181818,13.55045455,7.45275,186
61.47,3,1,20.49,20.49,42
363.74,105,1.640625,5.6834375,3.464190476,256
138.84,5,1,27.768,27.768,107
23.62,6,1.2,4.724,3.936666667,27
213.68,21,1.4,14.24533333,10.1752381,149
92.18,7,1.166666667,15.36333333,13.16857143,84
75.32,6,1,12.55333333,12.55333333,82
253.91,20,1.052631579,13.36368421,12.6955,177
1766.11,156,1.575757576,17.83949495,11.32121795,1322
0.55,1,1,0.55,0.55,1
215.69,67,1.395833333,4.493541667,3.219253731,179
1140.64,92,1.179487179,14.62358974,12.39826087,766
234.44,17,1,13.79058824,13.79058824,312
73.48,12,1.2,7.348,6.123333333,63
769.5,111,1.441558442,9.993506494,6.932432432,788
4.6,1,1,4.6,4.6,6
140.27,7,1,20.03857143,20.03857143,83
152.9,2,1,76.45,76.45,105
291.99,20,1.176470588,17.17588235,14.5995,225
129.81,3,1,43.27,43.27,92
30.3,1,1,30.3,30.3,18
483.96,40,1.111111111,13.44333333,12.099,432
98.74,18,1.384615385,7.595384615,5.485555556,66
339.96,20,1.176470588,19.99764706,16.998,233
3.73,1,1,3.73,3.73,3
2992.32,135,1.436170213,31.83319149,22.16533333,2165
999.85,61,1.452380952,23.80595238,16.39098361,905
2638.83,85,1.0625,32.985375,31.04505882,1926
78.07,8,1.6,15.614,9.75875,58
26.48,3,1,8.826666667,8.826666667,28
2591.01,71,1.044117647,38.10308824,36.49309859,2171
667.67,85,1.393442623,10.94540984,7.854941176,480
1.54,1,1,1.54,1.54,2
72.84,4,1,18.21,18.21,51
30.94,3,1,10.31333333,10.31333333,21
92.66,12,1.2,9.266,7.721666667,83
146.16,31,1.409090909,6.643636364,4.71483871,81
670.82,68,1.545454545,15.24590909,9.865,740
155.28,7,1,22.18285714,22.18285714,153
251.49,36,1.285714286,8.981785714,6.985833333,216
177.96,3,1,59.32,59.32,79
157.59,13,1.083333333,13.1325,12.12230769,163
126.07,13,1,9.697692308,9.697692308,129
639.79,59,1.552631579,16.83657895,10.84389831,540
216.13,14,1.4,21.613,15.43785714,144
470.18,20,1.052631579,24.74631579,23.509,297
614.97,29,1.035714286,21.96321429,21.20586207,470
2422.94,118,1.388235294,28.50517647,20.53338983,1931
141.87,7,1,20.26714286,20.26714286,108
169.54,16,1.142857143,12.11,10.59625,120
184.22,7,1,26.31714286,26.31714286,118
22.37,3,1,7.456666667,7.456666667,25
142.91,19,1.1875,8.931875,7.521578947,112
22.07,1,1,22.07,22.07,12
171.83,21,1.166666667,9.546111111,8.182380952,84
74.98,4,1,18.745,18.745,56
321.13,6,1,53.52166667,53.52166667,235
94.38,4,1,23.595,23.595,108
187.72,28,1.037037037,6.952592593,6.704285714,212
838.23,41,1.242424242,25.40090909,20.44463415,883
146.88,11,1,13.35272727,13.35272727,170
139.75,7,1.166666667,23.29166667,19.96428571,78
44.46,11,1.222222222,4.94,4.041818182,39
265.84,7,1,37.97714286,37.97714286,242
71.55,3,1,23.85,23.85,50
26.28,1,1,26.28,26.28,8
8.96,3,1,2.986666667,2.986666667,12
499.75,106,1.472222222,6.940972222,4.714622642,428
87.92,2,1,43.96,43.96,49
460.53,67,1.080645161,7.427903226,6.87358209,463
5.02,1,1,5.02,5.02,8
713.44,26,1.181818182,32.42909091,27.44,559
329.35,11,1,29.94090909,29.94090909,244
718.72,17,1,42.27764706,42.27764706,560
535.54,151,1.696629213,6.017303371,3.546622517,469
17.54,1,1,17.54,17.54,9
123.41,10,1.666666667,20.56833333,12.341,91
516.98,43,1.303030303,15.66606061,12.0227907,493
1928.59,52,1.019607843,37.8154902,37.08826923,1216
88.86,10,1.111111111,9.873333333,8.886,97
96.8,6,1.2,19.36,16.13333333,76
1381.8,30,1.034482759,47.64827586,46.06,999
1012.15,42,1.076923077,25.9525641,24.09880952,738
3374.27,141,2.711538462,64.88980769,23.93099291,2125
242.72,51,1.7,8.090666667,4.759215686,178
224.82,19,1.583333333,18.735,11.83263158,162
39.51,1,1,39.51,39.51,39
51.4,4,1,12.85,12.85,47
91.32,6,1,15.22,15.22,90
281.12,18,1.384615385,21.62461538,15.61777778,220
107.79,10,1.666666667,17.965,10.779,70
915.17,33,1.269230769,35.19884615,27.73242424,553
15.78,1,1,15.78,15.78,15
9.81,2,1,4.905,4.905,9
413.01,37,1.193548387,13.32290323,11.16243243,320
272.37,7,1,38.91,38.91,236
113.67,8,1.142857143,16.23857143,14.20875,94
552.26,35,1.206896552,19.04344828,15.77885714,533
104.87,46,1.210526316,2.759736842,2.279782609,100
100.2,31,1.192307692,3.853846154,3.232258065,78
32.79,8,1.142857143,4.684285714,4.09875,30
79.37,8,1,9.92125,9.92125,55
62.45,20,1.111111111,3.469444444,3.1225,75
114.28,12,1.5,14.285,9.523333333,95
1037.07,248,2.505050505,10.47545455,4.181733871,993
599.39,49,1.166666667,14.27119048,12.23244898,444
2564.38,210,1.891891892,23.10252252,12.21133333,3828
252.65,3,1,84.21666667,84.21666667,158
144.6,21,1.05,7.23,6.885714286,114
381.05,24,1.411764706,22.41470588,15.87708333,347
79.08,6,1.5,19.77,13.18,71
223.41,32,1.103448276,7.703793103,6.9815625,180
288.57,32,1.391304348,12.54652174,9.0178125,220
81.47,6,1,13.57833333,13.57833333,58
177.55,70,1.37254902,3.481372549,2.536428571,154
102.62,11,1.375,12.8275,9.329090909,97
58.85,2,1,29.425,29.425,38
564.51,17,1.133333333,37.634,33.20647059,537
340.15,17,1.7,34.015,20.00882353,357
213.79,10,1.25,26.72375,21.379,195
61.41,6,1,10.235,10.235,58
123.19,10,1.428571429,17.59857143,12.319,97
61.1,4,1,15.275,15.275,35
506.96,35,1.166666667,16.89866667,14.48457143,453
105.08,6,1,17.51333333,17.51333333,81
20.6,3,1,6.866666667,6.866666667,16
36.08,2,1,18.04,18.04,32
24.21,1,1,24.21,24.21,14
54.39,2,1,27.195,27.195,54
1183.96,18,1.058823529,69.64470588,65.77555556,652
11.11,1,1,11.11,11.11,11
86.18,5,1.666666667,28.72666667,17.236,75
52.47,7,1.166666667,8.745,7.495714286,35
1319.24,40,1.142857143,37.69257143,32.981,862
421.01,6,1,70.16833333,70.16833333,244
55.07,2,1,27.535,27.535,17
40.29,1,1,40.29,40.29,34
10.61,6,1.2,2.122,1.768333333,8
188.8,13,1.444444444,20.97777778,14.52307692,142
176.34,6,1,29.39,29.39,99
917.84,47,1.205128205,23.53435897,19.52851064,616
208.12,13,1,16.00923077,16.00923077,162
86.78,3,1,28.92666667,28.92666667,52
98.44,5,1,19.688,19.688,79
2.93,1,1,2.93,2.93,3
1586.46,37,1.057142857,45.32742857,42.8772973,1164
118.16,3,1,39.38666667,39.38666667,152
461.4,24,1.043478261,20.06086957,19.225,304
1017.42,37,1.057142857,29.06914286,27.49783784,558
280.94,51,1.378378378,7.592972973,5.508627451,221
1681.59,104,1.11827957,18.0816129,16.16913462,1863
28.56,1,1,28.56,28.56,18
1099.21,63,1.145454545,19.98563636,17.44777778,623
51.03,4,1,12.7575,12.7575,61
12.49,1,1,12.49,12.49,14
129.47,8,1.142857143,18.49571429,16.18375,141
448.17,25,1.136363636,20.37136364,17.9268,378
86.22,5,1,17.244,17.244,67
18.03,3,3,18.03,6.01,8
168.01,27,1.227272727,7.636818182,6.222592593,127
77.13,10,1.111111111,8.57,7.713,56
10.36,1,1,10.36,10.36,5
230.06,35,1.25,8.216428571,6.573142857,198
1.6,1,1,1.6,1.6,1
13.51,3,1,4.503333333,4.503333333,17
809.21,80,1.25,12.64390625,10.115125,736
142.83,34,1.545454545,6.492272727,4.200882353,115
35.39,5,1,7.078,7.078,20
141.77,15,1.153846154,10.90538462,9.451333333,149
43.78,2,1,21.89,21.89,25
888.64,64,1.422222222,19.74755556,13.885,806
117.34,4,1,29.335,29.335,79
23.37,11,1,2.124545455,2.124545455,26
396.08,24,1,16.50333333,16.50333333,322
84.87,4,1.333333333,28.29,21.2175,56
218.64,13,1.3,21.864,16.81846154,176
5.53,1,1,5.53,5.53,4
90.22,15,1,6.014666667,6.014666667,86
45.3,4,1,11.325,11.325,41
169.95,8,1,21.24375,21.24375,87
613.94,2,1,306.97,306.97,346
28.33,2,2,28.33,14.165,17
413.21,30,1.2,16.5284,13.77366667,238
239.61,38,1.461538462,9.215769231,6.305526316,149
62.76,1,1,62.76,62.76,37
182.41,12,1.090909091,16.58272727,15.20083333,119
164.97,6,1.2,32.994,27.495,129
167.06,6,1.2,33.412,27.84333333,141
39.03,5,1.666666667,13.01,7.806,65
50.58,1,1,50.58,50.58,34
41.79,6,1,6.965,6.965,27
365.31,25,1.19047619,17.39571429,14.6124,239
96.03,2,1,48.015,48.015,64
74.84,6,6,74.84,12.47333333,58
48.64,7,1,6.948571429,6.948571429,30
669.02,14,1,47.78714286,47.78714286,500
12.37,1,1,12.37,12.37,11
295.53,14,1,21.10928571,21.10928571,323
483.76,23,1.095238095,23.03619048,21.03304348,303
76.4,4,1,19.1,19.1,59
350.98,36,1.714285714,16.71333333,9.749444444,312
106.78,7,1.166666667,17.79666667,15.25428571,69
161.3,5,1,32.26,32.26,112
132.02,9,1.5,22.00333333,14.66888889,115
135.87,14,1,9.705,9.705,126
58.8,3,1,19.6,19.6,49
50.75,3,1.5,25.375,16.91666667,175
25.92,2,2,25.92,12.96,45
652.24,18,1.2,43.48266667,36.23555556,365
31.48,1,1,31.48,31.48,15
153.85,32,1.28,6.154,4.8078125,150
410.61,89,1.459016393,6.731311475,4.613595506,349
19.73,1,1,19.73,19.73,24
62.85,2,1,31.425,31.425,55
92.43,5,1.25,23.1075,18.486,60
24.71,1,1,24.71,24.71,17
96.46,23,1.095238095,4.593333333,4.193913043,75
41.18,2,2,41.18,20.59,22
140.05,12,1.5,17.50625,11.67083333,117
27.33,2,1,13.665,13.665,20
85.8,8,1,10.725,10.725,104
424.91,59,1.552631579,11.18184211,7.201864407,230
156.4,21,1.3125,9.775,7.447619048,100
75.96,2,1,37.98,37.98,14
29.93,4,1,7.4825,7.4825,18
100.6,25,1.5625,6.2875,4.024,133
668.13,45,1.25,18.55916667,14.84733333,677
107.38,10,1.111111111,11.93111111,10.738,55
244.2,48,1.230769231,6.261538462,5.0875,192
49.95,6,1,8.325,8.325,52
63.31,2,1,31.655,31.655,40
223.68,16,1.230769231,17.20615385,13.98,145
68.25,7,1.4,13.65,9.75,45
578.22,15,1.071428571,41.30142857,38.548,314
1130.02,30,1.034482759,38.9662069,37.66733333,1020
104.69,9,1,11.63222222,11.63222222,117
115.77,8,1,14.47125,14.47125,135
277.97,9,1.285714286,39.71,30.88555556,152
119.69,9,1,13.29888889,13.29888889,91
20.23,1,1,20.23,20.23,6
34.14,3,1,11.38,11.38,24
1.77,1,1,1.77,1.77,2
2.06,2,1,1.03,1.03,2
186.63,4,1,46.6575,46.6575,114
56.37,10,1,5.637,5.637,44
149.2,2,1,74.6,74.6,102
36.54,8,1.6,7.308,4.5675,34
18,3,1,6,6,16
586.99,55,1.018518519,10.87018519,10.67254545,556
162.44,13,1.181818182,14.76727273,12.49538462,129
105.58,37,1.121212121,3.199393939,2.853513514,119
152.48,21,2.1,15.248,7.260952381,126
153.24,6,1,25.54,25.54,148
19.86,1,1,19.86,19.86,13
133.32,7,1,19.04571429,19.04571429,110
99.93,5,1.666666667,33.31,19.986,94
12.65,1,1,12.65,12.65,10
265.12,32,1.333333333,11.04666667,8.285,245
19.9,6,1.2,3.98,3.316666667,20
19.44,8,1,2.43,2.43,24
78.86,4,1,19.715,19.715,31
935.02,48,1.090909091,21.25045455,19.47958333,489
81.23,4,1,20.3075,20.3075,52
411.02,36,1.285714286,14.67928571,11.41722222,327
38.97,1,1,38.97,38.97,28
433.06,17,1,25.47411765,25.47411765,353
10.8,6,1.2,2.16,1.8,8
12.89,4,1,3.2225,3.2225,6
118.48,21,1.235294118,6.969411765,5.641904762,88
96.18,9,1,10.68666667,10.68666667,78
191.3,15,1.153846154,14.71538462,12.75333333,151
12.96,1,1,12.96,12.96,9
1281.11,78,1.098591549,18.04380282,16.42448718,1592
208.82,16,1,13.05125,13.05125,134
105.29,7,1.4,21.058,15.04142857,87
81.15,12,1.333333333,9.016666667,6.7625,80
78.01,7,1,11.14428571,11.14428571,74
79.85,9,1,8.872222222,8.872222222,47
350.63,44,1.333333333,10.62515152,7.968863636,253
145.02,12,1,12.085,12.085,118
458.62,44,1.257142857,13.10342857,10.42318182,323
153.97,10,1,15.397,15.397,82
88.43,4,1,22.1075,22.1075,69
28.25,2,1,14.125,14.125,21
111.15,5,1,22.23,22.23,79
237.96,8,1,29.745,29.745,324
18.67,1,1,18.67,18.67,17
899.32,73,1.280701754,15.77754386,12.31945205,454
320.25,43,1.303030303,9.704545455,7.447674419,178
827.2,16,1,51.7,51.7,413
164.39,17,1.307692308,12.64538462,9.67,178
72.53,4,1,18.1325,18.1325,68
76.81,3,1,25.60333333,25.60333333,68
588.89,113,1.686567164,8.789402985,5.211415929,460
180.07,13,1.083333333,15.00583333,13.85153846,154
190.79,32,1.230769231,7.338076923,5.9621875,186
1306.04,76,1.117647059,19.20647059,17.18473684,1166
532.12,11,1.1,53.212,48.37454545,421
207.15,9,1.285714286,29.59285714,23.01666667,119
216.93,8,1,27.11625,27.11625,250
49.85,1,1,49.85,49.85,25
167.64,3,1,55.88,55.88,159
79.18,2,1,39.59,39.59,50
286.38,8,1,35.7975,35.7975,274
107.85,8,1,13.48125,13.48125,51
263.24,9,1,29.24888889,29.24888889,191
59.96,8,1.142857143,8.565714286,7.495,43
312.75,3,1,104.25,104.25,155
134.32,9,1.125,16.79,14.92444444,89
156.91,6,1,26.15166667,26.15166667,117
16.6,3,1.5,8.3,5.533333333,15
84.47,6,1,14.07833333,14.07833333,82
26.8,3,1,8.933333333,8.933333333,22
221.06,17,1.0625,13.81625,13.00352941,157
39.64,4,2,19.82,9.91,36
18,3,1.5,9,6,14
29.05,17,1.888888889,3.227777778,1.708823529,44
442.58,21,1.105263158,23.29368421,21.0752381,535
108.74,12,1,9.061666667,9.061666667,97
461.65,72,1.220338983,7.824576271,6.411805556,383
152.34,5,1,30.468,30.468,109
135.67,3,1,45.22333333,45.22333333,118
59.42,6,1.5,14.855,9.903333333,26
199.01,24,1.2,9.9505,8.292083333,248
19,2,1,9.5,9.5,13
267.3,24,1.142857143,12.72857143,11.1375,137
353.07,8,1,44.13375,44.13375,146
34.11,5,1,6.822,6.822,35
499.57,31,1.148148148,18.50259259,16.11516129,484
189.94,6,1.2,37.988,31.65666667,132
294.65,42,1.135135135,7.963513514,7.01547619,300
337.6,36,1.2,11.25333333,9.377777778,252
293.76,11,1.222222222,32.64,26.70545455,239
103.02,10,1.111111111,11.44666667,10.302,73
222.43,33,1.178571429,7.943928571,6.74030303,98
153.95,3,1,51.31666667,51.31666667,131
273.19,21,1.05,13.6595,13.00904762,195
87.52,3,1,29.17333333,29.17333333,59
19.12,7,1,2.731428571,2.731428571,20
292.27,8,1.333333333,48.71166667,36.53375,189
25.91,1,1,25.91,25.91,21
14.72,1,1,14.72,14.72,7
61.65,4,1,15.4125,15.4125,51
905.31,54,1.038461538,17.40980769,16.765,708
71.91,7,1.75,17.9775,10.27285714,54
83.27,27,1.588235294,4.898235294,3.084074074,107
32.47,16,1.230769231,2.497692308,2.029375,33
263.67,17,1.214285714,18.83357143,15.51,233
96.85,6,1.2,19.37,16.14166667,52
58.39,6,1.2,11.678,9.731666667,31
1604.06,113,1.614285714,22.91514286,14.19522124,1301
35.25,9,1.125,4.40625,3.916666667,31
467.07,22,1.222222222,25.94833333,21.23045455,380
188.53,5,1.25,47.1325,37.706,161
406.08,16,1.142857143,29.00571429,25.38,216
636.93,11,1.1,63.693,57.90272727,482
105.56,15,1.071428571,7.54,7.037333333,72
11.39,2,1,5.695,5.695,9
2.01,1,1,2.01,2.01,2
42.3,4,1,10.575,10.575,34
50.4,7,1,7.2,7.2,31
43.44,12,1.090909091,3.949090909,3.62,43
30.58,2,1,15.29,15.29,26
41.44,2,1,20.72,20.72,57
62.4,2,1,31.2,31.2,46
166.11,15,1.153846154,12.77769231,11.074,136
66.64,10,1.428571429,9.52,6.664,60
23.19,7,1,3.312857143,3.312857143,17
247.53,7,1,35.36142857,35.36142857,151
68.82,8,1.142857143,9.831428571,8.6025,52
53.72,6,1,8.953333333,8.953333333,40
53.32,16,1.142857143,3.808571429,3.3325,53
15.26,4,1,3.815,3.815,8
120.1,37,1.233333333,4.003333333,3.245945946,142
42.08,6,1,7.013333333,7.013333333,25
18.03,2,1,9.015,9.015,13
7.89,1,1,7.89,7.89,7
165.88,3,1,55.29333333,55.29333333,85
24.84,9,1,2.76,2.76,28
3.63,1,1,3.63,3.63,4
95.26,13,1.181818182,8.66,7.327692308,75
69.37,9,1,7.707777778,7.707777778,50
378.95,90,1.475409836,6.212295082,4.210555556,287
37.86,7,1.4,7.572,5.408571429,29
5.17,3,1,1.723333333,1.723333333,5
41,10,1.111111111,4.555555556,4.1,30
42.49,4,1,10.6225,10.6225,35
203.28,13,1,15.63692308,15.63692308,225
89.52,6,1,14.92,14.92,73
192.27,22,1,8.739545455,8.739545455,110
319.03,34,1.789473684,16.79105263,9.383235294,215
9.61,4,1,2.4025,2.4025,10
86.19,1,1,86.19,86.19,52
59.44,12,1.2,5.944,4.953333333,32
91.66,25,1.086956522,3.985217391,3.6664,125
403.52,63,1.536585366,9.84195122,6.405079365,410
354.58,15,1,23.63866667,23.63866667,228
243.06,8,1,30.3825,30.3825,179
61.32,7,1.75,15.33,8.76,61
62.82,1,1,62.82,62.82,21
82.86,2,1,41.43,41.43,58
378.07,32,1.6,18.9035,11.8146875,250
42.82,4,1.333333333,14.27333333,10.705,38
88.86,3,1.5,44.43,29.62,46
165.12,11,1.222222222,18.34666667,15.01090909,149
162.89,4,1,40.7225,40.7225,117
861,33,1.375,35.875,26.09090909,580
89.06,4,1,22.265,22.265,61
139.44,48,1.846153846,5.363076923,2.905,150
578.77,16,1.066666667,38.58466667,36.173125,643
64.06,4,1,16.015,16.015,63
28.53,5,1,5.706,5.706,14
102.33,23,1.045454545,4.651363636,4.449130435,55
49.09,6,1.2,9.818,8.181666667,19
207.49,7,1.166666667,34.58166667,29.64142857,144
189.56,14,1.4,18.956,13.54,120
352.06,20,1.111111111,19.55888889,17.603,241
190.34,7,1.166666667,31.72333333,27.19142857,128
2230.54,232,2.697674419,25.93651163,9.614396552,2098
317.49,31,1.068965517,10.94793103,10.2416129,260
159.73,6,2,53.24333333,26.62166667,160
32.22,1,1,32.22,32.22,23
307.66,20,1.176470588,18.09764706,15.383,128
94.51,4,1,23.6275,23.6275,101
146.8,8,1,18.35,18.35,125
222.29,38,1.055555556,6.174722222,5.849736842,336
73.03,26,1.083333333,3.042916667,2.808846154,88
8.65,2,2,8.65,4.325,7
99.14,7,1,14.16285714,14.16285714,75
174.97,22,1,7.953181818,7.953181818,126
15.51,1,1,15.51,15.51,7
112.69,31,1.107142857,4.024642857,3.63516129,78
9.71,1,1,9.71,9.71,1
9.71,1,1,9.71,9.71,1
21.83,3,1,7.276666667,7.276666667,5
12.64,4,1,3.16,3.16,4
380.76,27,1.227272727,17.30727273,14.10222222,273
65.26,3,1.5,32.63,21.75333333,13
15.7,1,1,15.7,15.7,18
71.28,3,1,23.76,23.76,81
22.94,8,1.333333333,3.823333333,2.8675,20
111.71,16,1.066666667,7.447333333,6.981875,114
76.82,2,1,38.41,38.41,68
8.05,1,1,8.05,8.05,9
205.89,47,1.516129032,6.641612903,4.380638298,149
193.65,12,1.090909091,17.60454545,16.1375,90
38.76,6,1.2,7.752,6.46,46
205.66,36,1.058823529,6.048823529,5.712777778,265
399.82,29,1.45,19.991,13.78689655,361
214.44,13,1.3,21.444,16.49538462,115
204.29,18,1.285714286,14.59214286,11.34944444,216
79.59,2,1,39.795,39.795,55
78.33,7,1,11.19,11.19,93
6.4,1,1,6.4,6.4,1
47.47,2,1,23.735,23.735,22
160.08,10,1.111111111,17.78666667,16.008,93
449.18,47,1.146341463,10.95560976,9.557021277,394
171.14,19,1.055555556,9.507777778,9.007368421,125
147.94,25,1.19047619,7.044761905,5.9176,112
56.34,6,1.2,11.268,9.39,69
571.65,23,1.210526316,30.08684211,24.85434783,498
80.19,4,1,20.0475,20.0475,62
22.6,3,1,7.533333333,7.533333333,17
0.98,1,1,0.98,0.98,1
15.18,4,1,3.795,3.795,14
4.44,2,1,2.22,2.22,4
19.37,4,1,4.8425,4.8425,19
257.73,146,1.871794872,3.304230769,1.765273973,153
42.43,5,1,8.486,8.486,30
7.69,1,1,7.69,7.69,8
114.29,35,1.296296296,4.232962963,3.265428571,116
3.27,1,1,3.27,3.27,2
21.77,3,1.5,10.885,7.256666667,20
16.84,1,1,16.84,16.84,17
91.58,2,1,45.79,45.79,48
100.6,26,1.04,4.024,3.869230769,112
126.21,35,1.590909091,5.736818182,3.606,106
944.75,32,1,29.5234375,29.5234375,595
42.61,2,1,21.305,21.305,44
225.87,11,1,20.53363636,20.53363636,80
125.67,13,1.083333333,10.4725,9.666923077,79
28.77,1,1,28.77,28.77,16
37.36,4,1,9.34,9.34,26
2.95,1,1,2.95,2.95,6
361.03,35,1.166666667,12.03433333,10.31514286,266
223.09,13,1.444444444,24.78777778,17.16076923,125
426.12,43,1.264705882,12.53294118,9.909767442,253
446.45,76,1.490196078,8.753921569,5.874342105,258
4.62,4,1,1.155,1.155,4
130.62,18,1.285714286,9.33,7.256666667,182
21.23,4,1,5.3075,5.3075,27
146.46,11,1,13.31454545,13.31454545,140
110.88,19,1.461538462,8.529230769,5.835789474,129
19.33,2,1,9.665,9.665,23
52.17,12,1.714285714,7.452857143,4.3475,43
44.59,2,1,22.295,22.295,34
0.98,1,1,0.98,0.98,1
37.75,13,1,2.903846154,2.903846154,45
0.98,1,1,0.98,0.98,1
9.63,3,1.5,4.815,3.21,8
30.08,1,1,30.08,30.08,16
98.45,5,1.25,24.6125,19.69,44
15.93,4,1,3.9825,3.9825,19
6.97,1,1,6.97,6.97,9
440.97,59,1.113207547,8.320188679,7.474067797,168
3.92,3,1,1.306666667,1.306666667,4
39.62,1,1,39.62,39.62,24
133.28,5,1.25,33.32,26.656,77
133.99,1,1,133.99,133.99,71
52.23,4,1,13.0575,13.0575,53
154.08,44,1.047619048,3.668571429,3.501818182,229
1.19,2,1,0.595,0.595,2
12.82,1,1,12.82,12.82,18
254.1,13,1.083333333,21.175,19.54615385,227
463.84,21,1.05,23.192,22.08761905,278
6.85,3,1,2.283333333,2.283333333,5
17.67,6,1,2.945,2.945,21
56.96,12,1.2,5.696,4.746666667,30
167.41,8,1,20.92625,20.92625,122
57.02,7,1.166666667,9.503333333,8.145714286,38
46.97,3,1,15.65666667,15.65666667,41
0.98,1,1,0.98,0.98,1
37.35,2,1,18.675,18.675,26
212.48,16,1.230769231,16.34461538,13.28,135
65.17,3,1,21.72333333,21.72333333,47
23.74,2,1,11.87,11.87,26
11.56,7,1.166666667,1.926666667,1.651428571,10
29.46,6,2,9.82,4.91,33
